"lon","lat"
-73.8213213,40.7493096
-73.8241702,40.7701607
-73.8581477,40.7409863
-73.8202582,40.7619197
-73.7253157,40.7441851
-73.827554,40.7077219
-73.7659358,40.7198507
-73.8336816,40.7172465
-73.7844721,40.7820858
-73.9201376,40.7566123
-73.782007,40.777937
-73.782007,40.777937
-73.7253307,40.7656923
-73.801044,40.7829824
-73.8082538,40.7299477
-73.8194413,40.7588815
-73.8576194,40.7232542
-73.8501969,40.7298336
-73.826347,40.7121204
-73.834649,40.705347
-73.828766,40.708137
-73.7651097,40.72052
-73.8801301,40.737975
-73.8161158,40.7166177
-73.8737906,40.7564387
-73.7424305,40.7337619
-73.8868537,40.7142542
-73.7804978,40.7864947
-73.759209,40.760849
-73.849753,40.727027
-73.8833916,40.7515223
-73.7474748,40.767787
-73.8479327,40.6674344
-73.8548875,40.7060178
-73.828356,40.785724
-73.9405572,40.7492016
-73.9405572,40.7492016
-73.7431457,40.7380017
-73.7835177,40.782091
-73.7759047,40.783984
-73.782763,40.7794422
-73.8813964,40.7512159
-73.8471901,40.6668092
-73.7296297,40.7578526
-73.854466,40.725316
-73.7344433,40.6750239
-73.8577614,40.736926
-73.721168,40.7512883
-73.7323603,40.6773743
-73.8541737,40.7249612
-73.8253515,40.7743102
-73.8562863,40.7375982
-73.8243684,40.7566585
-73.8195292,40.7628229
-73.8119929,40.7124305
-73.7296015,40.7571751
-73.848109,40.6656271
-73.7536695,40.7469886
-73.7253307,40.7656923
-73.8527035,40.7314663
-73.8534386,40.7275577
-73.8239907,40.7050067
-73.7472079,40.7466417
-73.7676874,40.7193674
-73.7902678,40.7135284
-73.8493036,40.7221796
-73.9230693,40.739293
-73.7769025,40.7848735
-73.8367741,40.7087792
-73.9405572,40.7492016
-73.8470063,40.667401
-73.7814736,40.7656414
-73.7336194,40.6775175
-73.7414491,40.7340738
-73.848084,40.6652254
-73.7253307,40.7656923
-73.9072827,40.7575968
-73.8169385,40.7306389
-73.8317007,40.7303851
-73.7887497,40.7131939
-73.905153,40.7102
-73.8455849,40.667796
-73.7994399,40.7821872
-73.8646811,40.7468243
-73.7759047,40.783984
-73.830634,40.75479
-73.76245,40.7227517
-73.8181595,40.7639716
-73.853695,40.721645
-73.8654732,40.7350057
-73.8493036,40.7221796
-73.9019492,40.7418242
-73.8517539,40.6993877
-73.830806,40.710087
-73.8764399,40.7577628
-73.8455906,40.6671362
-73.8113344,40.7187165
-73.757731,40.7397641
-73.8186888,40.7124802
-73.8833916,40.7515223
-73.8358949,40.718676
-73.7563813,40.7454183
-73.7808993,40.7780359
-73.830634,40.75479
-73.8921648,40.7527421
-73.7148156,40.7533821
-73.8513251,40.7282586
-73.8437204,40.7315312
-73.7340583,40.757991
-73.8817081,40.7517149
-73.8292627,40.7291261
-73.8264431,40.7754069
-73.817957,40.7188018
-73.7521323,40.7390983
-73.8188885,40.7662098
-73.8398387,40.7201292
-73.7170321,40.748563
-73.782007,40.777937
-73.7331835,40.6771384
-73.7179156,40.7485034
-73.8493036,40.7221796
-73.8451736,40.6662358
-73.7548629,40.7400184
-73.9346503,40.7694829
-73.8884085,40.7526976
-73.7445513,40.7359946
-73.884549,40.7527169
-73.8224991,40.7352898
-73.9057242,40.759395
-73.855664,40.72146
-73.8163256,40.7131012
-73.8090263,40.7173674
-73.858789,40.726787
-73.8002285,40.706032
-73.7846837,40.787058
-73.8171212,40.7588451
-73.835612,40.705073
-73.8398387,40.7222907
-73.8473261,40.7953138
-73.934073,40.7632751
-73.927077,40.765419
-73.7138635,40.7574839
-73.7234869,40.7570973
-73.827554,40.7077219
-73.8750999,40.7394364
-73.830634,40.75479
-73.8456611,40.7335044
-73.8818757,40.7531191
-73.7977928,40.7903548
-73.8065372,40.7295664
-73.8241699,40.7661566
-73.7752381,40.7816436
-73.8455906,40.6671362
-73.7910692,40.7773814
-73.7810479,40.7784107
-73.7623135,40.7218238
-73.8822753,40.7502777
-73.8188287,40.7097347
-73.7451244,40.7379274
-73.7823871,40.7818627
-73.7414388,40.7536566
-73.7566814,40.7454763
-73.8746669,40.7137721
-73.81923,40.7131252
-73.8104048,40.7384471
-73.7927987,40.7617628
-73.893283,40.74903
-73.7769483,40.736937
-73.8222113,40.7540517
-73.7852096,40.7876043
-73.8493036,40.6669572
-73.826347,40.7121204
-73.8448469,40.718106
-73.8801301,40.7527924
-73.7426556,40.7382427
-73.7550767,40.7453285
-73.8069768,40.729999
-73.8387982,40.7198153
-73.7825439,40.7653233
-73.8497127,40.7286916
-73.8812829,40.7562429
-73.8333142,40.7562373
-73.7199533,40.7516902
-73.7536537,40.7396226
-73.849517,40.6686389
-73.8577323,40.7264204
-73.8457498,40.7191811
-73.7801447,40.7335179
-73.7639123,40.7239096
-73.8069768,40.729999
-73.8581707,40.7241051
-73.792217,40.6975122
-73.8188938,40.7118811
-73.7857059,40.7115879
-73.8367741,40.7087792
-73.797669,40.7872895
-73.848037,40.665957
-73.8336816,40.7172465
-73.8491742,40.6678881
-73.840377,40.721646
-73.8487322,40.7280834
-73.7955162,40.7147444
-73.9062423,40.7576978
-73.7993774,40.7821438
-73.8318996,40.7295081
-73.8528872,40.6996832
-73.9013963,40.7316905
-73.8642613,40.7449859
-73.782763,40.7794422
-73.8214044,40.7204987
-73.7391566,40.7321935
-73.839421,40.720877
-73.833385,40.704586
-73.86065,40.7450979
-73.858952,40.729899
-73.8455906,40.6671362
-73.7808993,40.7780359
-73.927077,40.765419
-73.7862842,40.7873602
-73.7389596,40.6584068
-73.8113344,40.7187165
-73.865661,40.7300619
-73.8272165,40.7295775
-73.826347,40.7121204
-73.8398387,40.7222907
-73.775928,40.783918
-73.7552708,40.7343423
-73.8112615,40.7187459
-73.8887331,40.7524189
-73.8330898,40.7170349
-73.849319,40.66598
-73.7875442,40.7123926
-73.7448305,40.7326115
-73.7451199,40.7317741
-73.8270687,40.7729042
-73.9262,40.7374859
-73.7808993,40.7780359
-73.715194,40.7568337
-73.7398507,40.7308127
-73.7920175,40.7784226
-73.9077595,40.7767011
-73.849319,40.66598
-73.848037,40.665957
-73.7350663,40.7569921
-73.8282225,40.7730831
-73.7156295,40.7475341
-73.7309199,40.7558346
-73.7808993,40.7780359
-73.818738,40.7338998
-73.8368936,40.7163954
-73.8493036,40.7221796
-73.8493036,40.7221796
-73.715194,40.7568337
-73.800797,40.79457
-73.733677,40.757281
-73.848533,40.724612
-73.84735,40.664757
-73.850142,40.6668304
-73.8493513,40.7298189
-73.8237606,40.7632046
-73.8869278,40.7273693
-73.8398387,40.7201292
-73.7193565,40.752721
-73.8164672,40.7193075
-73.8179162,40.7332591
-73.848533,40.724612
-73.8183693,40.7591419
-73.8778332,40.757171
-73.8613203,40.7324113
-73.8769505,40.7578145
-73.7994107,40.7935999
-73.7249686,40.7579603
-73.7621897,40.7409894
-73.7763299,40.7845312
-73.8118913,40.7125146
-73.8307893,40.7052115
-73.798893,40.710029
-73.7233828,40.7508416
-73.7519081,40.7388626
-73.7927535,40.7786872
-73.851381,40.720992
-73.7805636,40.712335
-73.8606057,40.7315938
-73.7790729,40.7831089
-73.7567464,40.7428678
-73.8602384,40.7346339
-73.7639123,40.7239096
-73.7883421,40.7872524
-73.856,40.7570799
-73.8506876,40.6993567
-73.8228376,40.7545034
-73.8387321,40.7212241
-73.7145539,40.749987
-73.8757501,40.7555675
-73.8065623,40.7292954
-73.8581248,40.7381853
-73.8284436,40.7532244
-73.7509857,40.7715397
-73.8213213,40.7493096
-73.8272029,40.705695
-73.8296428,40.7570768
-73.7270289,40.7556532
-73.8801301,40.737975
-73.8563596,40.732079
-73.7649011,40.7570455
-73.8168443,40.7210697
-73.833106,40.7063509
-73.8601516,40.7325379
-73.8493036,40.7221796
-73.916415,40.7436341
-73.796488,40.7135548
-73.8279738,40.7725043
-73.901843,40.750646
-73.7915519,40.7421583
-73.888221,40.752079
-73.775928,40.783918
-73.8717463,40.7413495
-73.882185,40.7001566
-73.8805499,40.7128685
-73.8801301,40.7527924
-73.759209,40.760849
-73.8305088,40.7308083
-73.8487322,40.7280834
-73.714414,40.757181
-73.7407676,40.7731347
-73.81923,40.7131252
-73.7653144,40.7567274
-73.879754,40.7574971
-73.7983402,40.7820872
-73.8686454,40.7361015
-73.796598,40.7944231
-73.7259975,40.7659308
-73.8512614,40.6629205
-73.8471901,40.6668092
-73.7987961,40.7828045
-73.8953287,40.7419025
-73.902011,40.747726
-73.8302815,40.7527936
-73.7536695,40.7469886
-73.8848196,40.7124193
-73.7935417,40.7417106
-73.7379445,40.7491845
-73.7955162,40.7147444
-73.8345967,40.7129779
-73.7138923,40.7479829
-73.8589517,40.7266485
-73.8339574,40.7124154
-73.844993,40.722458
-73.8493036,40.6669572
-73.8024336,40.7831901
-73.8202901,40.721037
-73.714414,40.757181
-73.7413788,40.731236
-73.7801447,40.7779482
-73.8516104,40.7305434
-73.8159449,40.7656253
-73.8198729,40.7658054
-73.8387982,40.7198153
-73.8389533,40.6684907
-73.7291802,40.7575243
-73.8493036,40.7221796
-73.8795703,40.7483992
-73.7316999,40.7459958
-73.8335172,40.7550382
-73.8237606,40.7632046
-73.8470982,40.7241797
-73.856202,40.7576279
-73.8246764,40.7729585
-73.8134877,40.791106
-73.8269994,40.7695106
-73.8220105,40.7591677
-73.7268392,40.7591221
-73.8142418,40.7607794
-73.8253351,40.7669442
-73.9572049,40.7424016
-73.8793493,40.7399156
-73.8380044,40.7193296
-73.8505211,40.7284716
-73.7758088,40.7833826
-73.7970116,40.7936731
-73.8230403,40.7129163
-73.857096,40.7202709
-73.8501637,40.7275602
-73.9345893,40.7633912
-73.840052,40.7933105
-73.8816611,40.7380581
-73.7453339,40.7359653
-73.7407295,40.7537044
-73.889866,40.7686322
-73.9022397,40.7473711
-73.8268833,40.756395
-73.8878189,40.749892
-73.7253307,40.7656923
-73.7916406,40.7786812
-73.7024412,40.7437451
-73.8505211,40.7284716
-73.884693,40.753506
-73.8183058,40.7194655
-73.8309615,40.7025956
-73.8476909,40.6644788
-73.8128101,40.7162418
-73.745743,40.766888
-73.8184493,40.7606431
-73.8489373,40.6662441
-73.8255548,40.774832
-73.7927317,40.7617682
-73.899527,40.773538
-73.8236711,40.7528527
-73.8245859,40.7660492
-73.884264,40.7531581
-73.8440994,40.6656683
-73.7259975,40.7659308
-73.7646793,40.7563556
-73.8750453,40.7561388
-73.8367741,40.7087792
-73.8200705,40.7324806
-73.8861501,40.7519214
-73.8546271,40.6639869
-73.8515067,40.6998602
-73.8283853,40.7126829
-73.8505211,40.7284716
-73.7259975,40.7659308
-73.8924608,40.7501671
-73.7024578,40.7437913
-73.7767609,40.762797
-73.8581707,40.7241051
-73.8466546,40.7251336
-73.741255,40.764885
-73.788665,40.714422
-73.808751,40.7283187
-73.808751,40.7283187
-73.8801571,40.7438643
-73.8924608,40.7501671
-73.8153081,40.7335979
-73.8683238,40.7284524
-73.8468506,40.7951503
-73.7227534,40.7521279
-73.8498314,40.6643246
-73.744445,40.763357
-73.8503125,40.7313315
-73.882185,40.7001566
-73.855609,40.7573482
-73.8099011,40.7177197
-73.8573897,40.7166205
-73.853695,40.721645
-73.759209,40.760849
-73.7798661,40.7777138
-73.855654,40.722253
-73.8861501,40.7519214
-73.7797387,40.7835443
-73.754882,40.7414816
-73.7259975,40.7659308
-73.8505211,40.7284716
-73.8505211,40.7284716
-73.849753,40.727027
-73.8493036,40.7221796
-73.8830701,40.7556818
-73.8002285,40.706032
-73.8339574,40.7124154
-73.8311148,40.7155693
-73.840482,40.7206074
-73.840482,40.7206074
-73.8343021,40.7571311
-73.7525832,40.7453851
-73.7404699,40.731002
-73.8235454,40.7596554
-73.826347,40.7121204
-73.92251,40.766414
-73.9217384,40.7380842
-73.759209,40.760849
-73.7250991,40.7559445
-73.7474748,40.767787
-73.7955162,40.7147444
-73.7958167,40.762503
-73.758538,40.7380641
-73.7804294,40.7784405
-73.879627,40.756795
-73.7531597,40.7401539
-73.791842,40.7776633
-73.740764,40.757078
-73.7835177,40.782091
-73.714414,40.757181
-73.8396869,40.7926114
-73.7808993,40.7780359
-73.7828553,40.7792124
-73.9283585,40.7765717
-73.7288655,40.7586448
-73.8371241,40.7572737
-73.8901848,40.7722543
-73.8558225,40.6653936
-73.768994,40.76117
-73.7650495,40.7558821
-73.9220003,40.7687618
-73.7965346,40.7945375
-73.8520759,40.6987644
-73.7334375,40.7572782
-73.8613454,40.7330184
-73.9283585,40.7765717
-73.7759047,40.783984
-73.9136429,40.7665356
-73.886906,40.752064
-73.886906,40.752064
-73.8411855,40.6695577
-73.857096,40.7202709
-73.8175162,40.7191065
-73.8537831,40.741905
-73.8751896,40.7563313
-73.7273341,40.7576876
-73.828808,40.7693017
-73.8153081,40.7335979
-73.8859799,40.7545258
-73.7832754,40.7797864
-73.8169516,40.7276249
-73.848533,40.724612
-73.8274666,40.7733223
-73.83591,40.70375
-73.7355498,40.7577516
-73.7609288,40.7223079
-73.7887497,40.7131939
-73.857941,40.7261179
-73.775928,40.783918
-73.8473845,40.7380691
-73.7259975,40.7659308
-73.822992,40.713024
-73.8577323,40.7264204
-73.8621447,40.7477705
-73.8309932,40.7574326
-73.8751896,40.7563313
